url,budget,boxOffice,isWinner,oscarWins,oscarNom,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Metascore,imdbRating,imdbVotes,imdbID,tomatoMeter,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,DVD,Production,Decade
https://en.wikipedia.org/wiki/Seventh_Heaven_(1927_film),1300000,2500000,false,3,5,7th Heaven,1927-01-31T21:00:00.000Z,NOT RATED,1927-05-05T21:00:00.000Z,110,Drama,Frank Borzage,"Austin Strong (play), Benjamin Glazer (screenplay), H.H. Caldwell (titles), Katherine Hilliker (titles)","Janet Gaynor, Charles Farrell, Ben Bard, Albert Gran","In Paris, in the early years of the twentieth century, lives Chico, a sewer worker with lofty aspirations. One night, Chico saves a young prostitute named Diane from the murderous rage of her tyrannical sister. Despite her lifestyle, Diane is honest and innocent, and when the police arrive to arrest her, Chico spontaneously claims that she is his wife. Forced to maintain this facade or else both face prison sentences, Chico reluctantly allows Diane to live with him -- and in the process, love gradually blossoms between them. However, the dark spectre of World War I has begun to descend upon France, and Chico and Diane cannot help but fall under its shadow.",English,USA,0,7.8,1925,tt0018379,100,9.3,7,7,0,86,4,793,2008-12-08T21:00:00.000Z,N/A,1920s
https://en.wikipedia.org/wiki/The_Patriot_(1928_film),1000000,0,false,1,5,The Patriot,1928-01-31T21:00:00.000Z,N/A,1928-08-31T21:00:00.000Z,113,Drama,Ernst Lubitsch,"Ashley Dukes (play), Julian Johnson (titles), Hanns Kräly (adaptation), Dmitri Merezhkovsky (story), Alfred Neumann (play)","Emil Jannings, Florence Vidor, Lewis Stone, Vera Voronina",N/A,English,USA,0,0,0,tt0019257,0,0,0,0,0,67,4.2,184,1970-01-01T00:00:00.000Z,N/A,1920s
https://en.wikipedia.org/wiki/The_Racket_(1928_film),0,0,false,0,1,The Racket,1928-01-31T21:00:00.000Z,PASSED,1928-10-31T21:00:00.000Z,84,Crime,Lewis Milestone,"Bartlett Cormack (from the stage success of), Bartlett Cormack (adaptation), Del Andrews (scenario), Tom Miranda (titles)","Thomas Meighan, Louis Wolheim, Marie Prevost, G. Pat Collins","An honest police captain named McQuigg becomes a tough rival to a powerful bootlegger named Scarsi, even though McQuigg's pinches never stick because Scarsi and his organization control the corrupt politicians and judges. When Scarsi can't scare McQuigg off, he gets him transferred to a quiet police precinct in the suburbs, but McQuigg continues their war of words via a pair of wisecracking newspaper reporters. Then McQuigg catches a huge break when Scarsi's younger brother gets picked up for a hit and run accident in his precinct, putting in motion a complex plan to bring down the mobster using the reporters, a nightclub singing gold digger, the upcoming elections and Scari's own organization.",English,USA,0,6.9,620,tt0019304,100,6.9,5,5,0,77,3.6,156,1970-01-01T00:00:00.000Z,Paramount,1920s
https://en.wikipedia.org/wiki/Wings_(1927_film),2000000,0,true,2,2,Wings,1927-01-31T21:00:00.000Z,PG-13,1929-01-04T21:00:00.000Z,111,Drama,"William A. Wellman, Harry d'Abbadie d'Arrast","John Monk Saunders (story), Hope Loring (screenplay), Louis D. Lighton (screenplay), Julian Johnson (titles)","Clara Bow, Charles 'Buddy' Rogers, Richard Arlen, Jobyna Ralston","Two young men fall in love with the same same girl. After the US enters WWI, both join the Air Corps and become aces. They remain friends, but the relation to the girl threatens their friendship.",English,USA,0,7.8,7359,tt0018578,95,7.4,37,35,2,77,3.8,3320,2012-01-23T21:00:00.000Z,Unknown,1920s
https://en.wikipedia.org/wiki/In_Old_Arizona,0,1300000,false,1,5,In Old Arizona,1928-01-31T21:00:00.000Z,PASSED,1929-01-19T21:00:00.000Z,95,Romance,Irving Cummings,"O. Henry (story), Tom Barry (adaptation), Tom Barry (dialogue)","Warner Baxter, Edmund Lowe, Dorothy Burgess","Army Sergeant Mickey Dunn sets out in pursuit of the Cisco Kid, a notorious if kind-hearted and charismatic bandit of the Old West. The Kid spends much of his loot on Tonia, the woman he loves, not realizing that she is being unfaithful to him in his absence. Soon, with her oblivious paramour off plying his trade, Tonia falls in with Dunn, drawn by the allure of a substantial reward for the Kid's capture -- dead or alive. Together, they concoct a plan to ambush and do away with the Cisco Kid once and for all.",English,USA,0,5.8,586,tt0020018,56,5.4,9,5,4,45,3.1,337,2013-06-03T21:00:00.000Z,20th Century Fox,1920s
https://en.wikipedia.org/wiki/Alibi_(1929_film),0,0,false,0,3,Alibi,1929-01-31T21:00:00.000Z,TV-PG,1929-04-19T21:00:00.000Z,90,Crime,Roland West,"Roland West (screenplay), C. Gardner Sullivan (screenplay), John Griffith Wray (play), J.C. Nugent (play), Elaine S. Carrington (play), C. Gardner Sullivan (titles for silent version), Roland West (titles for silent version)","Chester Morris, Harry Stubbs, Mae Busch, Eleanor Griffith","Chick Williams, a prohibition gangster, rejoins his mob soon after being released from prison. When a policeman is murdered during a robbery, he falls under suspicion. The gangster took Joan, a policeman's daughter, to the theater, sneaked out during the intermission to commit the crime, then used her to support his alibi. The detective squad employs its most sophisticated and barbaric techniques, including planting an undercover agent in the gang, to bring him to justice.",English,USA,0,6,439,tt0019630,43,5.8,7,3,4,42,3.3,204,1970-01-01T00:00:00.000Z,United Artists,1920s
https://en.wikipedia.org/wiki/The_Broadway_Melody,0,3000000,true,1,3,The Broadway Melody,1929-01-31T21:00:00.000Z,PASSED,1929-06-05T21:00:00.000Z,100,Musical,Harry Beaumont,"Edmund Goulding (story), Sarah Y. Mason (continuity), Norman Houston (dialogue), James Gleason (dialogue)","Charles King, Anita Page, Bessie Love","Harriet and Queenie Mahoney, a vaudeville act, come to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. Eddie was in love with Harriet, but when he meets Queenie, he falls in love to her, but she is courted by Jock Warriner, a member of the New Yorker high society. It takes a while till Queenie recognizes, that she is for Jock nothing more than a toy, and it also takes a while till Harriet recognizes, that Eddie is in love with Queenie.",English,USA,0,6.4,4247,tt0019729,42,5.4,19,8,11,22,2.8,1713,2005-01-31T21:00:00.000Z,MGM,1920s
https://en.wikipedia.org/wiki/Disraeli_(1929_film),0,0,false,1,3,Disraeli,1929-01-31T21:00:00.000Z,PASSED,1929-10-31T21:00:00.000Z,90,Biography,Alfred E. Green,Julien Josephson (screen play),"George Arliss, Doris Lloyd, David Torrence, Joan Bennett","Biopic of the famed British Prime Minister focusing on his concern about Russia's growing interest in the Indian subcontinent and his attempts to buy the Suez Canal. He sees the Canal as the key strategic resource in maintaining the Empire in the East but is unpopular in many quarters. With antisemitism rife at the time, Disraeli finds little support for his plan to purchase the canal or his foreign policy in general. There is no doubt that the Russians are plotting against British interests and he is surrounded by spies, even in his office at 10 Downing St. When the Bank of England refuses to finance the purchase of the available shares he turns to private sources to raise the available cash only to find the conspirators one step ahead of him.",English,USA,0,6.4,713,tt0019823,0,0,0,0,0,0,2.5,51,2008-04-28T20:00:00.000Z,A & E,1920s
https://en.wikipedia.org/wiki/The_Love_Parade,0,0,false,0,6,The Love Parade,1929-01-31T21:00:00.000Z,APPROVED,1929-11-18T21:00:00.000Z,107,Comedy,Ernst Lubitsch,"Ernest Vajda (by), Guy Bolton (by), Leon Xanrof (from the play: ""The Prince Consort""), Jules Chancel (from the play: ""The Prince Consort"")","Maurice Chevalier, Jeanette MacDonald, Lupino Lane, Lillian Roth","Queen Louise's cabinet are worried that she will become an old maid, and are delighted when she marries the rougish Count Renard. Unfortunately, he finds his position as Queen's Consort unsatisfying and without purpose, and the marriage soon runs into difficulties.",English,USA,0,7.3,1289,tt0020112,100,7.9,6,6,0,79,3.8,401,1970-01-01T00:00:00.000Z,Paramount,1920s
https://en.wikipedia.org/wiki/The_Hollywood_Revue_of_1929,426000,1561000,false,0,1,The Hollywood Revue of 1929,1929-01-31T21:00:00.000Z,N/A,1929-11-22T21:00:00.000Z,116,Musical,Charles Reisner,"Al Boasberg (dialogue), Robert E. Hopkins (dialogue)","Conrad Nagel, Jack Benny, John Gilbert, Norma Shearer","Conrad Nagel, representing the Hollywood movie community, and Jack Benny, representing the Broadway stage community, act as the interlocutors of a musical comedy revue. A plethora of chorus boys and girls are featured front and center in some of the song and dance numbers, and provide back-up to some other acts. But the revue primarily is a vehicle to highlight a cavalcade of Hollywood movie and Broadway stage stars. One early running gag has both Nagel and Benny playing straight man to Cliff Edwards, who just wants a nice introduction to his act. Edwards would return later to be featured along with the Brox Sisters in one of the highlights of the second act, a production number around the song ""Singin' in Rain"", complete with rain soaked stage. A reprise of the song with the entire cast acts as the revue's finale.",English,USA,0,7.7,1431,tt0019993,40,5.4,5,2,3,17,3,203,1970-01-01T00:00:00.000Z,MGM,1920s
https://en.wikipedia.org/wiki/The_Divorcee,0,0,false,1,4,The Divorcee,1930-01-31T21:00:00.000Z,PASSED,1930-04-18T21:00:00.000Z,84,Romance,Robert Z. Leonard,"Ursula Parrott (based on a novel by), Nick Grinde (treatment), Zelda Sears (treatment), John Meehan (continuity and dialogue)","Norma Shearer, Chester Morris, Conrad Nagel, Robert Montgomery","Jerry and Ted are young, in love, and part of the New York 'in-crowd'. Jerry's decision to marry Ted crushes a yearning Paul. Distraught Paul gets drunk and wrecks his car, disfiguring young Dorothy's face in the process. Out of pity, Paul marries Dorothy. Years later, the apparent perfect marriage of Ted and Jerry falls apart from infidelity on both sides. Inwardly unhappy, popular Jerry lives a party life while Ted sinks into a life of alcoholism. Jerry then runs into Paul, who still loves her. After spending time together with Jerry, Paul plans to divorce Dorothy. When Jerry sees Dorothy again, she has second thoughts about where her life is heading.",English,USA,0,6.9,1789,tt0020827,75,6.4,8,6,2,63,3.5,780,2008-03-03T21:00:00.000Z,MGM,1930s
https://en.wikipedia.org/wiki/The_Big_House_(1930_film),0,0,false,2,4,The Big House,1930-01-31T21:00:00.000Z,PASSED,1930-06-13T21:00:00.000Z,87,Crime,"George W. Hill, Ward Wing","Frances Marion (story), Joseph Farnham (additional dialogue), Martin Flavin (additional dialogue)","Chester Morris, Wallace Beery, Lewis Stone, Robert Montgomery","After a manslaughter conviction from drunk driving, nice but foolish Kent is sent to a prison over-crowded and unable to properly deal with it's inmates. There he meets veteran criminals like Morgan and his hardened pal Butch. And the system punishes them all, turning them against each other and bringing out the worst.",English,USA,0,7.2,1185,tt0020686,83,7.2,6,5,1,77,3.6,298,1994-06-21T20:00:00.000Z,Warner Bros.,1930s
https://en.wikipedia.org/wiki/All_Quiet_on_the_Western_Front_(1930_film),1200000,1500000,true,2,4,All Quiet on the Western Front,1930-01-31T21:00:00.000Z,UNRATED,1930-08-23T21:00:00.000Z,152,Drama,Lewis Milestone,"Erich Maria Remarque (by), Maxwell Anderson (adaptation), George Abbott (screen play), Del Andrews (adaptation), C. Gardner Sullivan (supervising story chief)","Louis Wolheim, Lew Ayres, John Wray, Arnold Lucy","This is an English language film (made in America) adapted from a novel by German author Erich Maria Remarque. The film follows a group of German schoolboys, talked into enlisting at the beginning of World War 1 by their jingoistic teacher. The story is told entirely through the experiences of the young German recruits and highlights the tragedy of war through the eyes of individuals. As the boys witness death and mutilation all around them, any preconceptions about ""the enemy"" and the ""rights and wrongs"" of the conflict disappear, leaving them angry and bewildered. This is highlighted in the scene where Paul mortally wounds a French soldier and then weeps bitterly as he fights to save his life while trapped in a shell crater with the body. The film is not about heroism but about drudgery and futility and the gulf between the concept of war and the actuality.",English,USA,0,8.1,45025,tt0020629,98,8.9,40,39,1,89,3.9,17453,1999-01-04T21:00:00.000Z,Universal,1930s
https://en.wikipedia.org/wiki/Cimarron_(1931_film),1433000,1383000,true,3,7,Cimarron,1931-01-31T21:00:00.000Z,PASSED,1931-02-08T21:00:00.000Z,124,Drama,Wesley Ruggles,"Edna Ferber (novel), Howard Estabrook (screen version), Howard Estabrook (dialogue)","Richard Dix, Irene Dunne, Estelle Taylor, Nance O'Neil","When the government opens up the Oklahoma territory for settlement, restless Yancey Cravat claims a plot of the free land for himself and moves his family there from Wichita. A newspaperman, lawyer, and just about everything else, Cravat soon becomes a leading citizen of the boom town of Osage. Once the town is established, however, he begins to feel confined once again, and heads for the Cherokee Strip, leaving his family behind. During this and other absences, his wife Sabra must learn to take care of herself and soon becomes prominent in her own right.",English,USA,0,6,3405,tt0021746,53,5.8,17,9,8,25,2.8,1425,2006-01-30T21:00:00.000Z,MGM,1930s
https://en.wikipedia.org/wiki/East_Lynne_(1931_film),0,0,false,0,1,East Lynne,1931-01-31T21:00:00.000Z,N/A,1931-02-28T21:00:00.000Z,102,Drama,Frank Lloyd,"Tom Barry, Bradley King, Mrs. Henry Wood (novel)","Ann Harding, Clive Brook, Conrad Nagel, Cecilia Loftus",N/A,English,USA,0,7.1,67,tt0021826,0,0,0,0,0,0,3.4,86,1970-01-01T00:00:00.000Z,N/A,1930s
https://en.wikipedia.org/wiki/The_Front_Page_(1931_film),0,700000,false,0,3,The Front Page,1931-01-31T21:00:00.000Z,TV-PG,1931-04-03T21:00:00.000Z,101,Comedy,Lewis Milestone,"Ben Hecht (by), Charles MacArthur (by), Bartlett Cormack (adaptation), Charles Lederer (additional dialogue)","Adolphe Menjou, Pat O'Brien, Mary Brian, Edward Everett Horton","Hildy Johnson, newspaper reporter, is engaged to Peggy Grant and planning to move to New York for a higher paying advertising job. The court press room is full of lame reporters who invent stories as much as write them. All are waiting to cover the hanging of Earl Williams. When Williams escapes from the inept Sheriff, Hildy seizes the opportunity by using his $260 honeymoon money to payoff an insider and get the scoop on the escape. However, Walter Burns, the Post's editor, is slow to repay Hildy back, hoping that he will stay on the story. Getting a major scoop looks possible when Hildy stumbles onto the bewildered escapee and hides him in a roll-top desk in the press room. Burns shows up to help. Can they keep Williams' whereabouts secret long enough to get the scoop, especially with the Sheriff and other reporters hovering around?",English,USA,0,6.9,1326,tt0021890,91,7.4,11,10,1,62,3.2,960,2001-05-07T20:00:00.000Z,United Artists,1930s
https://en.wikipedia.org/wiki/Skippy_(1931_film),0,0,false,1,4,Skippy,1931-01-31T21:00:00.000Z,APPROVED,1931-04-24T21:00:00.000Z,85,Family,Norman Taurog,"Percy Crosby (comic strip), Joseph L. Mankiewicz, Don Marquis (additional dialogue), Norman Z. McLeod, Sam Mintz","Jackie Cooper, Robert Coogan, Mitzi Green, Jackie Searl","Precocious adolescent Skippy Skinner spends most of his time trying to get around doing those things that his parents want him to do (like brush his teeth), while doing those things his parents don't want him to do. Chief among the latter is spending time across the railroad tracks in Shantytown, instead of playing with ""clean"" neighborhood kids like brother and sister Sidney and Eloise. Skippy's father, Dr. Herbert Skinner, the city's head of the health board, in particular doesn't like Skippy spending time there as Dr. Skinner is a verminophobe, and believes Shantytown is dirty and unhealthy. On Skippy's latest visit to Shantytown when he meets a new friend named Sooky Wayne, he learns that Shantytown is being torn down and its poor residents have to move. And Sooky's mongrel and unlicensed (since Mrs. Wayne can't afford the $3 license fee) dog Penny is captured by the city's dog catcher. As Skippy does whatever he can to raise the $3 to get Penny back for his new friend (which includes breaking into his piggy bank, holding a variety show for the Shantytown kids, and trying to ask his father for the money), Skippy learns that one person seems to be responsible for both these problems in his life, which makes the already tenuous relationship with this person even more tenuous.",English,USA,0,6.3,432,tt0022397,100,7,6,6,0,54,3.3,295,1970-01-01T00:00:00.000Z,Paramount,1930s
https://en.wikipedia.org/wiki/Trader_Horn_(1931_film),1300000,0,false,0,1,Trader Horn,1931-01-31T21:00:00.000Z,PASSED,1931-05-22T21:00:00.000Z,122,Adventure,W.S. Van Dyke,"Ethelreda Lewis (based on the book by), Dale Van Every (adaptation), John T. Neville (adaptation), Richard Schayer (screen play), Cyril Hume (dialogue)","Harry Carey, Edwina Booth, Duncan Renaldo, Mutia Omoolu","A veteran white trader in the darkest Africa of the 1870s mentors a younger companion on the mysteries of the Dark Continent. After meeting a missionary, they go in search of Nina, her kidnapped daughter, who was abducted by natives when she was young and now reigns over the savage tribe, regarded by them as a goddess. When the two men are captured and slated for horrible death by her people, she rescues them, and the trio flees the pursuing tribesmen through savage country.",English,USA,0,6.5,637,tt0022495,0,0,0,0,0,0,0,0,1970-01-01T00:00:00.000Z,N/A,1930s
https://en.wikipedia.org/wiki/The_Smiling_Lieutenant,0,0,false,0,1,The Smiling Lieutenant,1931-01-31T21:00:00.000Z,PASSED,1931-07-31T21:00:00.000Z,89,Comedy,Ernst Lubitsch,"Leopold Jacobson (operetta), Felix Dormann (operetta), Hans Müller (novel), Ernest Vajda (screenplay), Samson Raphaelson (screenplay)","Maurice Chevalier, Claudette Colbert, Miriam Hopkins, Charles Ruggles","Lieutenant Niki of the Austrian royal guard has a new girlfriend, Franzi. He's crazy about her and is smiling at her while on duty in the street. King Adolf and his daughter Princess Anna from the neighboring kingdom of Flausenthurm drive by, and Anna intercepts a wink meant for Franzi. She falls for Niki, marries him (he has no choice in the matter), and whisks him off to Flausenthurm. Franzi follows and enjoys a brief affair with Niki before Anna finds out. Franzi, much more experienced in the ways of the world, gives Anna lessons on how to win the affections of her husband.",English,USA,0,7.9,2471,tt0022074,88,7.7,8,7,1,71,3.7,429,2008-02-11T21:00:00.000Z,Paramount,1930s
https://en.wikipedia.org/wiki/Bad_Girl_(1931_film),0,1100000,false,2,3,Bad Girl,1931-01-31T21:00:00.000Z,N/A,1931-08-12T21:00:00.000Z,90,Drama,Frank Borzage,"Viña Delmar (novel), Brian Marlow (play), Edwin J. Burke (continuity & dialogue)","James Dunn, Sally Eilers, Minna Gombell","A mug and a jane: Dorothy knows that every guy is going to make a pass at her; Eddie knows that every gal wastes her money on good times. He's saving to open a repair shop. When the two of them meet, they can't believe they get along. One evening he leaves her waiting in the rain; she finds his apartment and reads him the riot act. They end up spooning and napping until 4 AM. She's afraid of her brother, who's her guardian, so Eddie figures she should tell her brother that she's getting married the next morning. Dorothy tries out the story but knows Eddie won't show up. It's the first of a series of promises, fears, miscalculations, and hard knocks. Where will they end up?",English,USA,0,6.7,573,tt0021635,0,0,0,0,0,46,3.5,262,2008-12-08T21:00:00.000Z,N/A,1930s
https://en.wikipedia.org/wiki/Five_Star_Final,0,0,false,0,1,Five Star Final,1931-01-31T21:00:00.000Z,N/A,1931-09-25T21:00:00.000Z,89,Crime,Mervyn LeRoy,"Louis Weitzenkorn (based on the play by), Byron Morgan (screen play), Robert Lord (adaptation)","Edward G. Robinson, Marian Marsh, H.B. Warner, Anthony Bushell","Hinchcliffe, the ruthless publisher of a sleazy New York tabloid, is concerned that the ethical journalistic policies of City Editor Randall have caused a drop in circulation. He pressures the newsman to run more sensational stories including resurrecting the twenty year old Vorhees Murder Case. Although the perpetrator's actions were ultimately judged justifiable, and she has been subsequently living an exemplary life in anonymity, Hunchcliffe insists Randall revisit the story. Randall assigns Isopod, an alcoholic degenerate, to dig up anything lurid that he find. The unprincipled reporter fraudulently insinuates himself into the Vorhees' home masquerading as a minister and gets the expose he sought. Yellow journalism triumphs, and a decent woman's name gets dragged through the mud again... with tragic consequences.",English,USA,0,7.3,1032,tt0021873,91,7.2,11,10,1,75,3.7,233,1970-01-01T00:00:00.000Z,Vitaphone Corporation,1930s
https://en.wikipedia.org/wiki/The_Champ_(1931_film),0,1500000,false,2,4,The Champ,1932-01-31T21:00:00.000Z,PASSED,1931-11-20T21:00:00.000Z,87,Drama,King Vidor,"Frances Marion (story), Leonard Praskins (dialogue continuity), Wanda Tuchock (additional dialogue)","Wallace Beery, Jackie Cooper, Irene Rich, Roscoe Ates","Dink Purcell loves his alcoholic father, ex-heavyweight champion Andy ""Champ"" Purcell, despite his frequent binges, his frequent gambling and their squalid living conditions. And there's nothing Andy wouldn't do for Dink. When Andy wins a race horse gambling, he gives it to Dink and they race it at a Tijuana track. There, Dink meets Linda Carleton, a race horse owner herself, and they have an immediate rapport. But Linda's rich husband sees Andy and realizes Dink is Linda's son, who she gave up when she and Andy divorced. Andy is bribed $200 to allow Dink to visit with Linda, but refuses to allow Dink to spend six months with the Carletons. When Andy loses the horse gambling and winds up in jail after a drunken tirade, he realizes Dink's place is with his mother. Dink tearfully goes but sneaks out and returns at his first opportunity, filling a depressed Andy with a desire to make good. So Andy goes into training after his managers arrange a boxing match with the Mexican champion.",English,USA,0,7.3,1945,tt0021730,83,6.6,6,5,1,79,3.8,570,2006-01-30T21:00:00.000Z,MGM,1930s
https://en.wikipedia.org/wiki/Arrowsmith_(film),0,1250000,false,0,4,Arrowsmith,1931-01-31T21:00:00.000Z,PASSED,1931-12-25T21:00:00.000Z,108,Drama,John Ford,"Sinclair Lewis (based upon the novel by), Sidney Howard (adapted for the screen by)","Ronald Colman, Helen Hayes, Richard Bennett, A.E. Anson","Based on a Sinclair Lewis novel ""Martin Arrowsmith"". A medical researcher is sent to a plague outbreak, where he has to decide priorities for the use of a vaccine.",English,USA,0,6.2,988,tt0021622,86,7.2,7,6,1,42,3.1,297,2005-03-07T21:00:00.000Z,United Artists,1930s
https://en.wikipedia.org/wiki/Shanghai_Express_(film),0,3700000,false,1,3,Shanghai Express,1932-01-31T21:00:00.000Z,PASSED,1932-02-11T21:00:00.000Z,80,Adventure,Josef von Sternberg,"Jules Furthman (screen play by), Harry Hervey (based on the story by)","Marlene Dietrich, Clive Brook, Anna May Wong, Warner Oland","Many passengers on the Shanghai Express are more concerned that the notorious Shanghai Lil is on board than the fact that a civil war is going on that may make the trip take more than three days. The British Army doctor, Donald Harvey, knew Lil before she became a famous ""coaster."" A fellow passenger defines a coaster as ""a woman who lives by her wits along the China coast."" When Chinese guerillas stop the train, Dr. Harvey is selected as the hostage. Lil saves him, but can she make him believe that she really hasn't changed from the woman he loved five years before?",English,USA,0,7.5,4561,tt0023458,100,8.6,15,15,0,82,3.9,1460,1993-10-19T21:00:00.000Z,Paramount,1930s
https://en.wikipedia.org/wiki/One_Hour_with_You,0,0,false,0,1,One Hour with You,1932-01-31T21:00:00.000Z,PASSED,1932-03-22T21:00:00.000Z,80,Comedy,"Ernst Lubitsch, George Cukor","Lothar Schmidt (play), Samson Raphaelson","Maurice Chevalier, Jeanette MacDonald, Genevieve Tobin, Charles Ruggles","Andre and Colette Bertier are happily married. When Colette introduces her husband to her flirtatious best friend, Mitzi, he does his best to resist her advances. But she is persistent, and very cute, and he succumbs. Mitzi's husband wants to divorce her, and has been having her tailed. Andre gets caught, and must confess to his wife. But Colette has had problems resisting the attentions of another man herself, and they forgive each other.",English,USA,0,7.4,1353,tt0023303,100,7.7,5,5,0,79,3.7,615,2008-02-11T21:00:00.000Z,Paramount,1930s
https://en.wikipedia.org/wiki/Grand_Hotel_(film),750000,2250000,true,1,1,Grand Hotel,1932-01-31T21:00:00.000Z,PASSED,1932-09-10T21:00:00.000Z,112,Drama,Edmund Goulding,"Vicki Baum (by), William Absalom Drake (play)","Greta Garbo, John Barrymore, Joan Crawford, Wallace Beery",A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,English,USA,0,7.6,12208,tt0022958,86,7.8,35,30,5,77,3.8,6811,2004-02-02T21:00:00.000Z,MGM,1930s
https://en.wikipedia.org/wiki/Smilin%27_Through_(1932_film),851000,2033000,false,0,1,Smilin' Through,1932-01-31T21:00:00.000Z,APPROVED,1932-09-23T21:00:00.000Z,98,Drama,Sidney Franklin,"Jane Cowl (play), James B. Fagan (dialogue), Jane Murfin (play), Donald Ogden Stewart (dialogue), Ernest Vajda, Claudine West","Norma Shearer, Fredric March, Leslie Howard, O.P. Heggie","John has led a solitary life for thirty years since the death of Moonyeen Clare. But now Owens, a close friend, insists that he care for his niece, Kathleen, orphaned when her parents were lost at sea. Kathleen is five, but the years pass and now she is a young woman who is the image of Moonyeen. Willy wants Kathleen for his wife, but Sparks fly when she meets Kenneth Wayne one dark and stormy night. John is horrified for it was Wayne's father who shot Moonyeen dead on her wedding day and John has never found him or forgiven the family. When Ken goes off to war, John forbids any marriage and Ken agrees, while Kathleen does not. When Ken returns four years later when the war is over, he is crippled. He conceals his condition and makes plans to leave for America.",English,USA,0,7,612,tt0023488,0,0,0,0,0,80,3.7,147,1993-12-14T21:00:00.000Z,MGM,1930s
https://en.wikipedia.org/wiki/I_Am_a_Fugitive_from_a_Chain_Gang,0,0,false,0,3,I Am a Fugitive from a Chain Gang,1932-01-31T21:00:00.000Z,NOT RATED,1932-11-18T21:00:00.000Z,93,Crime,Mervyn LeRoy,"Robert E. Burns (by), Howard J. Green (screen play), Brown Holmes (screen play)","Paul Muni, Glenda Farrell, Helen Vinson, Noel Francis","Having returned from fighting in World War I, James Allen doesn't want to settle into a humdrum life and decides to set off to find his fortune. He travels the length and breadth of America, working as a skilled tradesman in the construction industry. When times get tough however, he finds himself living in a shelter where an acquaintance suggests they go out for a hamburger. What the friend really has in mind is to rob the diner and Allen soon finds himself working on a chain gang with a long jail sentence. Allen manages to escape however and heads to Chicago where over several years he slowly but surely works his way up the ladder to become one of the most respected construction engineers in the city. His past catches up with him and despite protestations from civic leaders and his many friends in Chicago, he finds himself again on the chain gang. Escaping for a second time, he accepts that to survive, he must lead a life of crime.",English,USA,0,8.1,8799,tt0023042,100,8.3,21,21,0,91,4.1,3098,2005-05-09T20:00:00.000Z,Vitaphone Corporation,1930s
https://en.wikipedia.org/wiki/A_Farewell_to_Arms_(1932_film),900000,0,false,2,4,A Farewell to Arms,1932-01-31T21:00:00.000Z,UNRATED,1932-12-07T21:00:00.000Z,85,Drama,Frank Borzage,"Benjamin Glazer (screenplay), Oliver H.P. Garrett (screenplay), Ernest Hemingway (novel)","Helen Hayes, Gary Cooper, Adolphe Menjou, Mary Philips",A tale of the love between ambulance driver Lt. Henry and Nurse Catherine Barkley during World War I. The action takes place in Italy and the two fall in love during the war and will stop at nothing to be together. The film also analyses Lt. Henry's feelings on war and the purpose of fighting.,English,USA,0,6.6,3329,tt0022879,92,7.8,13,12,1,52,3.2,5627,1998-06-11T20:00:00.000Z,Gravitas,1930s
https://en.wikipedia.org/wiki/She_Done_Him_Wrong,200000,2200000,false,0,1,She Done Him Wrong,1933-01-31T21:00:00.000Z,APPROVED,1933-02-08T21:00:00.000Z,66,Comedy,Lowell Sherman,"Mae West (by), Harvey F. Thew (screen play), John Bright (screen play)","Mae West, Cary Grant, Owen Moore, Gilbert Roland","New York singer and nightclub owner Lady Lou has more men friends than you can imagine, unfortunately one of them is a vicious criminal who's escaped and is on the way to see ""his"" girl, not realizing she hasn't exactly been faithful in his absence. Help is at hand in the form of young Captain Cummings, a local temperance league leader, though.",English,USA,0,6.5,3920,tt0024548,95,7.6,19,18,1,53,3.4,2183,2008-04-21T20:00:00.000Z,MCA Universal Home Video,1930s
https://en.wikipedia.org/wiki/State_Fair_(1933_film),600000,1800000,false,0,2,State Fair,1933-01-31T21:00:00.000Z,PASSED,1933-02-09T21:00:00.000Z,97,Comedy,Henry King,"Philip Stong (novel), Sonya Levien (screenplay), Paul Green (screenplay)","Janet Gaynor, Will Rogers, Lew Ayres, Sally Eilers","The Frake family attend the Iowa State Fair. Father Abel enters his Hampshire boar, Blue Boy, in the hog contents. Mother Melissa enters the mincemeat competition. And their children, Margy and Wayne, find love with newspaper reporter Pat Gilbert and trapeze artist Emily Joyce. But will everyone return home safe and happy or will hearts be broken?",English,USA,0,7,480,tt0024610,0,0,0,0,0,63,3.8,189,1970-01-01T00:00:00.000Z,20th Century Fox,1930s
